path_prefix|batch_id|of_n_batches|batch_length
monthly/CDM_lite_FirstRelease_ASN00084*|monthly-CDM_lite_FirstRelease_ASN00084|5517|16
monthly/CDM_lite_FirstRelease_ASN00085*|monthly-CDM_lite_FirstRelease_ASN00085|5517|26
monthly/CDM_lite_FirstRelease_ASN00086*|monthly-CDM_lite_FirstRelease_ASN00086|5517|36
monthly/CDM_lite_FirstRelease_ASN00087*|monthly-CDM_lite_FirstRelease_ASN00087|5517|17
monthly/CDM_lite_FirstRelease_ASN00088*|monthly-CDM_lite_FirstRelease_ASN00088|5517|20
monthly/CDM_lite_FirstRelease_ASN00089*|monthly-CDM_lite_FirstRelease_ASN00089|5517|9
monthly/CDM_lite_FirstRelease_ASN00090*|monthly-CDM_lite_FirstRelease_ASN00090|5517|29
monthly/CDM_lite_FirstRelease_ASN00091*|monthly-CDM_lite_FirstRelease_ASN00091|5517|47
monthly/CDM_lite_FirstRelease_ASN00092*|monthly-CDM_lite_FirstRelease_ASN00092|5517|18
monthly/CDM_lite_FirstRelease_ASN00093*|monthly-CDM_lite_FirstRelease_ASN00093|5517|6
monthly/CDM_lite_FirstRelease_ASN00094*|monthly-CDM_lite_FirstRelease_ASN00094|5517|26
monthly/CDM_lite_FirstRelease_ASN00095*|monthly-CDM_lite_FirstRelease_ASN00095|5517|9
monthly/CDM_lite_FirstRelease_ASN00096*|monthly-CDM_lite_FirstRelease_ASN00096|5517|11
monthly/CDM_lite_FirstRelease_ASN00097*|monthly-CDM_lite_FirstRelease_ASN00097|5517|21
monthly/CDM_lite_FirstRelease_ASN00098*|monthly-CDM_lite_FirstRelease_ASN00098|5517|2
monthly/CDM_lite_FirstRelease_ASN00099*|monthly-CDM_lite_FirstRelease_ASN00099|5517|4
monthly/CDM_lite_FirstRelease_AU000005*|monthly-CDM_lite_FirstRelease_AU000005|5517|2
monthly/CDM_lite_FirstRelease_AU000006*|monthly-CDM_lite_FirstRelease_AU000006|5517|1
monthly/CDM_lite_FirstRelease_AU000011*|monthly-CDM_lite_FirstRelease_AU000011|5517|1
monthly/CDM_lite_FirstRelease_AU000015*|monthly-CDM_lite_FirstRelease_AU000015|5517|1
monthly/CDM_lite_FirstRelease_AU000016*|monthly-CDM_lite_FirstRelease_AU000016|5517|1
monthly/CDM_lite_FirstRelease_AUM00011*|monthly-CDM_lite_FirstRelease_AUM00011|5517|6
monthly/CDM_lite_FirstRelease_AUW00034*|monthly-CDM_lite_FirstRelease_AUW00034|5517|1
monthly/CDM_lite_FirstRelease_AYM00088*|monthly-CDM_lite_FirstRelease_AYM00088|5517|2
monthly/CDM_lite_FirstRelease_AYM00089*|monthly-CDM_lite_FirstRelease_AYM00089|5517|33
monthly/CDM_lite_FirstRelease_AYW00057*|monthly-CDM_lite_FirstRelease_AYW00057|5517|3
monthly/CDM_lite_FirstRelease_AYW00067*|monthly-CDM_lite_FirstRelease_AYW00067|5517|3
monthly/CDM_lite_FirstRelease_AYW00068*|monthly-CDM_lite_FirstRelease_AYW00068|5517|2
monthly/CDM_lite_FirstRelease_AYW00077*|monthly-CDM_lite_FirstRelease_AYW00077|5517|1
monthly/CDM_lite_FirstRelease_AYW00086*|monthly-CDM_lite_FirstRelease_AYW00086|5517|1
monthly/CDM_lite_FirstRelease_AYW00087*|monthly-CDM_lite_FirstRelease_AYW00087|5517|2
monthly/CDM_lite_FirstRelease_AYW00088*|monthly-CDM_lite_FirstRelease_AYW00088|5517|2
monthly/CDM_lite_FirstRelease_AYW00090*|monthly-CDM_lite_FirstRelease_AYW00090|5517|1
monthly/CDM_lite_FirstRelease_BA000041*|monthly-CDM_lite_FirstRelease_BA000041|5517|1
monthly/CDM_lite_FirstRelease_BB000078*|monthly-CDM_lite_FirstRelease_BB000078|5517|1
monthly/CDM_lite_FirstRelease_BC000068*|monthly-CDM_lite_FirstRelease_BC000068|5517|4
monthly/CDM_lite_FirstRelease_BC004612*|monthly-CDM_lite_FirstRelease_BC004612|5517|1
monthly/CDM_lite_FirstRelease_BC005847*|monthly-CDM_lite_FirstRelease_BC005847|5517|1
monthly/CDM_lite_FirstRelease_BC007137*|monthly-CDM_lite_FirstRelease_BC007137|5517|1
monthly/CDM_lite_FirstRelease_BC008382*|monthly-CDM_lite_FirstRelease_BC008382|5517|1
monthly/CDM_lite_FirstRelease_BC008948*|monthly-CDM_lite_FirstRelease_BC008948|5517|1
monthly/CDM_lite_FirstRelease_BC012192*|monthly-CDM_lite_FirstRelease_BC012192|5517|1
monthly/CDM_lite_FirstRelease_BCM00068*|monthly-CDM_lite_FirstRelease_BCM00068|5517|1
monthly/CDM_lite_FirstRelease_BDM00078*|monthly-CDM_lite_FirstRelease_BDM00078|5517|1
monthly/CDM_lite_FirstRelease_BDW00013*|monthly-CDM_lite_FirstRelease_BDW00013|5517|1
monthly/CDM_lite_FirstRelease_BE000006*|monthly-CDM_lite_FirstRelease_BE000006|5517|1
monthly/CDM_lite_FirstRelease_BF000078*|monthly-CDM_lite_FirstRelease_BF000078|5517|1
monthly/CDM_lite_FirstRelease_BF1BI000*|monthly-CDM_lite_FirstRelease_BF1BI000|5517|1
monthly/CDM_lite_FirstRelease_BF1CE000*|monthly-CDM_lite_FirstRelease_BF1CE000|5517|2
monthly/CDM_lite_FirstRelease_BF1EG000*|monthly-CDM_lite_FirstRelease_BF1EG000|5517|1
monthly/CDM_lite_FirstRelease_BF1EX000*|monthly-CDM_lite_FirstRelease_BF1EX000|5517|2
monthly/CDM_lite_FirstRelease_BF1FP000*|monthly-CDM_lite_FirstRelease_BF1FP000|5517|4
monthly/CDM_lite_FirstRelease_BF1MG000*|monthly-CDM_lite_FirstRelease_BF1MG000|5517|1
monthly/CDM_lite_FirstRelease_BF1NP000*|monthly-CDM_lite_FirstRelease_BF1NP000|5517|7
monthly/CDM_lite_FirstRelease_BF1NS000*|monthly-CDM_lite_FirstRelease_BF1NS000|5517|2
monthly/CDM_lite_FirstRelease_BF1SE000*|monthly-CDM_lite_FirstRelease_BF1SE000|5517|1
monthly/CDM_lite_FirstRelease_BF1SS000*|monthly-CDM_lite_FirstRelease_BF1SS000|5517|5
monthly/CDM_lite_FirstRelease_BFW00012*|monthly-CDM_lite_FirstRelease_BFW00012|5517|5
monthly/CDM_lite_FirstRelease_BGM00041*|monthly-CDM_lite_FirstRelease_BGM00041|5517|10
monthly/CDM_lite_FirstRelease_BHM00078*|monthly-CDM_lite_FirstRelease_BHM00078|5517|1
monthly/CDM_lite_FirstRelease_BKM00014*|monthly-CDM_lite_FirstRelease_BKM00014|5517|6
monthly/CDM_lite_FirstRelease_BL000085*|monthly-CDM_lite_FirstRelease_BL000085|5517|8
monthly/CDM_lite_FirstRelease_BLM00085*|monthly-CDM_lite_FirstRelease_BLM00085|5517|26
monthly/CDM_lite_FirstRelease_BMM00048*|monthly-CDM_lite_FirstRelease_BMM00048|5517|5
monthly/CDM_lite_FirstRelease_BN000005*|monthly-CDM_lite_FirstRelease_BN000005|5517|5
monthly/CDM_lite_FirstRelease_BN000065*|monthly-CDM_lite_FirstRelease_BN000065|5517|2
monthly/CDM_lite_FirstRelease_BNM00065*|monthly-CDM_lite_FirstRelease_BNM00065|5517|2
monthly/CDM_lite_FirstRelease_BOM00026*|monthly-CDM_lite_FirstRelease_BOM00026|5517|37
monthly/CDM_lite_FirstRelease_BOM00033*|monthly-CDM_lite_FirstRelease_BOM00033|5517|9
monthly/CDM_lite_FirstRelease_BP000091*|monthly-CDM_lite_FirstRelease_BP000091|5517|2
monthly/CDM_lite_FirstRelease_BPW00080*|monthly-CDM_lite_FirstRelease_BPW00080|5517|1
monthly/CDM_lite_FirstRelease_BR000047*|monthly-CDM_lite_FirstRelease_BR000047|5517|1
monthly/CDM_lite_FirstRelease_BR000065*|monthly-CDM_lite_FirstRelease_BR000065|5517|1
monthly/CDM_lite_FirstRelease_BR000082*|monthly-CDM_lite_FirstRelease_BR000082|5517|3
monthly/CDM_lite_FirstRelease_BR000083*|monthly-CDM_lite_FirstRelease_BR000083|5517|2
monthly/CDM_lite_FirstRelease_BR000152*|monthly-CDM_lite_FirstRelease_BR000152|5517|1
monthly/CDM_lite_FirstRelease_BR000249*|monthly-CDM_lite_FirstRelease_BR000249|5517|1
monthly/CDM_lite_FirstRelease_BR000254*|monthly-CDM_lite_FirstRelease_BR000254|5517|1
monthly/CDM_lite_FirstRelease_BR000352*|monthly-CDM_lite_FirstRelease_BR000352|5517|1
monthly/CDM_lite_FirstRelease_BR000747*|monthly-CDM_lite_FirstRelease_BR000747|5517|1
monthly/CDM_lite_FirstRelease_BR000956*|monthly-CDM_lite_FirstRelease_BR000956|5517|1
monthly/CDM_lite_FirstRelease_BR001036*|monthly-CDM_lite_FirstRelease_BR001036|5517|1
monthly/CDM_lite_FirstRelease_BR001065*|monthly-CDM_lite_FirstRelease_BR001065|5517|1
monthly/CDM_lite_FirstRelease_BR001138*|monthly-CDM_lite_FirstRelease_BR001138|5517|1
monthly/CDM_lite_FirstRelease_BR001140*|monthly-CDM_lite_FirstRelease_BR001140|5517|1
monthly/CDM_lite_FirstRelease_BR001248*|monthly-CDM_lite_FirstRelease_BR001248|5517|1
monthly/CDM_lite_FirstRelease_BR001452*|monthly-CDM_lite_FirstRelease_BR001452|5517|1
monthly/CDM_lite_FirstRelease_BR001538*|monthly-CDM_lite_FirstRelease_BR001538|5517|1
monthly/CDM_lite_FirstRelease_BR001543*|monthly-CDM_lite_FirstRelease_BR001543|5517|1
monthly/CDM_lite_FirstRelease_BR001544*|monthly-CDM_lite_FirstRelease_BR001544|5517|1
monthly/CDM_lite_FirstRelease_BR001546*|monthly-CDM_lite_FirstRelease_BR001546|5517|1
monthly/CDM_lite_FirstRelease_BR001548*|monthly-CDM_lite_FirstRelease_BR001548|5517|1
monthly/CDM_lite_FirstRelease_BR001657*|monthly-CDM_lite_FirstRelease_BR001657|5517|1
monthly/CDM_lite_FirstRelease_BR001746*|monthly-CDM_lite_FirstRelease_BR001746|5517|1
monthly/CDM_lite_FirstRelease_BR001748*|monthly-CDM_lite_FirstRelease_BR001748|5517|1
monthly/CDM_lite_FirstRelease_BR001841*|monthly-CDM_lite_FirstRelease_BR001841|5517|1
monthly/CDM_lite_FirstRelease_BR001846*|monthly-CDM_lite_FirstRelease_BR001846|5517|1
monthly/CDM_lite_FirstRelease_BR001941*|monthly-CDM_lite_FirstRelease_BR001941|5517|1
monthly/CDM_lite_FirstRelease_BR001943*|monthly-CDM_lite_FirstRelease_BR001943|5517|2
monthly/CDM_lite_FirstRelease_BR001944*|monthly-CDM_lite_FirstRelease_BR001944|5517|1
monthly/CDM_lite_FirstRelease_BR001946*|monthly-CDM_lite_FirstRelease_BR001946|5517|1
monthly/CDM_lite_FirstRelease_BR001957*|monthly-CDM_lite_FirstRelease_BR001957|5517|1
monthly/CDM_lite_FirstRelease_BR002045*|monthly-CDM_lite_FirstRelease_BR002045|5517|1
monthly/CDM_lite_FirstRelease_BR002047*|monthly-CDM_lite_FirstRelease_BR002047|5517|1
monthly/CDM_lite_FirstRelease_BR002141*|monthly-CDM_lite_FirstRelease_BR002141|5517|1
monthly/CDM_lite_FirstRelease_BR002143*|monthly-CDM_lite_FirstRelease_BR002143|5517|1
monthly/CDM_lite_FirstRelease_BR002144*|monthly-CDM_lite_FirstRelease_BR002144|5517|1
monthly/CDM_lite_FirstRelease_BR002145*|monthly-CDM_lite_FirstRelease_BR002145|5517|1
monthly/CDM_lite_FirstRelease_BR002241*|monthly-CDM_lite_FirstRelease_BR002241|5517|1
monthly/CDM_lite_FirstRelease_BR002244*|monthly-CDM_lite_FirstRelease_BR002244|5517|2
monthly/CDM_lite_FirstRelease_BR002245*|monthly-CDM_lite_FirstRelease_BR002245|5517|2
monthly/CDM_lite_FirstRelease_BR002351*|monthly-CDM_lite_FirstRelease_BR002351|5517|1
monthly/CDM_lite_FirstRelease_BR002450*|monthly-CDM_lite_FirstRelease_BR002450|5517|1
monthly/CDM_lite_FirstRelease_BR002452*|monthly-CDM_lite_FirstRelease_BR002452|5517|1
monthly/CDM_lite_FirstRelease_BR002454*|monthly-CDM_lite_FirstRelease_BR002454|5517|1
monthly/CDM_lite_FirstRelease_BR002548*|monthly-CDM_lite_FirstRelease_BR002548|5517|1
monthly/CDM_lite_FirstRelease_BR002549*|monthly-CDM_lite_FirstRelease_BR002549|5517|1
monthly/CDM_lite_FirstRelease_BR002554*|monthly-CDM_lite_FirstRelease_BR002554|5517|1
monthly/CDM_lite_FirstRelease_BR002649*|monthly-CDM_lite_FirstRelease_BR002649|5517|1
monthly/CDM_lite_FirstRelease_BR002752*|monthly-CDM_lite_FirstRelease_BR002752|5517|1
monthly/CDM_lite_FirstRelease_BR002849*|monthly-CDM_lite_FirstRelease_BR002849|5517|1
monthly/CDM_lite_FirstRelease_BR002957*|monthly-CDM_lite_FirstRelease_BR002957|5517|1
monthly/CDM_lite_FirstRelease_BR003252*|monthly-CDM_lite_FirstRelease_BR003252|5517|1
monthly/CDM_lite_FirstRelease_BR008161*|monthly-CDM_lite_FirstRelease_BR008161|5517|1
monthly/CDM_lite_FirstRelease_BR008250*|monthly-CDM_lite_FirstRelease_BR008250|5517|1
monthly/CDM_lite_FirstRelease_BR00B6-0*|monthly-CDM_lite_FirstRelease_BR00B6-0|5517|1
monthly/CDM_lite_FirstRelease_BR00C4-0*|monthly-CDM_lite_FirstRelease_BR00C4-0|5517|2
monthly/CDM_lite_FirstRelease_BR00C5-0*|monthly-CDM_lite_FirstRelease_BR00C5-0|5517|1
monthly/CDM_lite_FirstRelease_BR00D4-0*|monthly-CDM_lite_FirstRelease_BR00D4-0|5517|1
monthly/CDM_lite_FirstRelease_BR00D6-0*|monthly-CDM_lite_FirstRelease_BR00D6-0|5517|1
monthly/CDM_lite_FirstRelease_BR00D8-0*|monthly-CDM_lite_FirstRelease_BR00D8-0|5517|1
monthly/CDM_lite_FirstRelease_BR00E2-0*|monthly-CDM_lite_FirstRelease_BR00E2-0|5517|1
monthly/CDM_lite_FirstRelease_BR00E3-0*|monthly-CDM_lite_FirstRelease_BR00E3-0|5517|2
monthly/CDM_lite_FirstRelease_BR00E3-1*|monthly-CDM_lite_FirstRelease_BR00E3-1|5517|1
monthly/CDM_lite_FirstRelease_BR00E4-1*|monthly-CDM_lite_FirstRelease_BR00E4-1|5517|1
monthly/CDM_lite_FirstRelease_BR026393*|monthly-CDM_lite_FirstRelease_BR026393|5517|1
monthly/CDM_lite_FirstRelease_BR027510*|monthly-CDM_lite_FirstRelease_BR027510|5517|1
monthly/CDM_lite_FirstRelease_BR027568*|monthly-CDM_lite_FirstRelease_BR027568|5517|1
monthly/CDM_lite_FirstRelease_BR027794*|monthly-CDM_lite_FirstRelease_BR027794|5517|1
monthly/CDM_lite_FirstRelease_BR027865*|monthly-CDM_lite_FirstRelease_BR027865|5517|1
monthly/CDM_lite_FirstRelease_BR028724*|monthly-CDM_lite_FirstRelease_BR028724|5517|1
monthly/CDM_lite_FirstRelease_BR028946*|monthly-CDM_lite_FirstRelease_BR028946|5517|1
monthly/CDM_lite_FirstRelease_BR036150*|monthly-CDM_lite_FirstRelease_BR036150|5517|1
monthly/CDM_lite_FirstRelease_BR036190*|monthly-CDM_lite_FirstRelease_BR036190|5517|1
monthly/CDM_lite_FirstRelease_BR036456*|monthly-CDM_lite_FirstRelease_BR036456|5517|1
monthly/CDM_lite_FirstRelease_BR037041*|monthly-CDM_lite_FirstRelease_BR037041|5517|2
monthly/CDM_lite_FirstRelease_BR037083*|monthly-CDM_lite_FirstRelease_BR037083|5517|1
monthly/CDM_lite_FirstRelease_BR037335*|monthly-CDM_lite_FirstRelease_BR037335|5517|1
monthly/CDM_lite_FirstRelease_BR037657*|monthly-CDM_lite_FirstRelease_BR037657|5517|1
monthly/CDM_lite_FirstRelease_BR037672*|monthly-CDM_lite_FirstRelease_BR037672|5517|1
monthly/CDM_lite_FirstRelease_BR037835*|monthly-CDM_lite_FirstRelease_BR037835|5517|1
monthly/CDM_lite_FirstRelease_BR037897*|monthly-CDM_lite_FirstRelease_BR037897|5517|1
monthly/CDM_lite_FirstRelease_BR037953*|monthly-CDM_lite_FirstRelease_BR037953|5517|1
monthly/CDM_lite_FirstRelease_BR038014*|monthly-CDM_lite_FirstRelease_BR038014|5517|1
monthly/CDM_lite_FirstRelease_BR038062*|monthly-CDM_lite_FirstRelease_BR038062|5517|1
monthly/CDM_lite_FirstRelease_BR038192*|monthly-CDM_lite_FirstRelease_BR038192|5517|1
monthly/CDM_lite_FirstRelease_BR038196*|monthly-CDM_lite_FirstRelease_BR038196|5517|1
monthly/CDM_lite_FirstRelease_BR038217*|monthly-CDM_lite_FirstRelease_BR038217|5517|1
monthly/CDM_lite_FirstRelease_BR038416*|monthly-CDM_lite_FirstRelease_BR038416|5517|1
monthly/CDM_lite_FirstRelease_BR038484*|monthly-CDM_lite_FirstRelease_BR038484|5517|1
monthly/CDM_lite_FirstRelease_BR038536*|monthly-CDM_lite_FirstRelease_BR038536|5517|1
monthly/CDM_lite_FirstRelease_BR038710*|monthly-CDM_lite_FirstRelease_BR038710|5517|1
monthly/CDM_lite_FirstRelease_BR038777*|monthly-CDM_lite_FirstRelease_BR038777|5517|1
monthly/CDM_lite_FirstRelease_BR038837*|monthly-CDM_lite_FirstRelease_BR038837|5517|1
monthly/CDM_lite_FirstRelease_BR038983*|monthly-CDM_lite_FirstRelease_BR038983|5517|1
monthly/CDM_lite_FirstRelease_BR039402*|monthly-CDM_lite_FirstRelease_BR039402|5517|1
monthly/CDM_lite_FirstRelease_BR047099*|monthly-CDM_lite_FirstRelease_BR047099|5517|1
monthly/CDM_lite_FirstRelease_BR047266*|monthly-CDM_lite_FirstRelease_BR047266|5517|1
monthly/CDM_lite_FirstRelease_BR047370*|monthly-CDM_lite_FirstRelease_BR047370|5517|1
monthly/CDM_lite_FirstRelease_BR047403*|monthly-CDM_lite_FirstRelease_BR047403|5517|1
monthly/CDM_lite_FirstRelease_BR047571*|monthly-CDM_lite_FirstRelease_BR047571|5517|1
monthly/CDM_lite_FirstRelease_BR047635*|monthly-CDM_lite_FirstRelease_BR047635|5517|1
monthly/CDM_lite_FirstRelease_BR047826*|monthly-CDM_lite_FirstRelease_BR047826|5517|1
monthly/CDM_lite_FirstRelease_BR048158*|monthly-CDM_lite_FirstRelease_BR048158|5517|1
monthly/CDM_lite_FirstRelease_BR048620*|monthly-CDM_lite_FirstRelease_BR048620|5517|1
monthly/CDM_lite_FirstRelease_BR048916*|monthly-CDM_lite_FirstRelease_BR048916|5517|1
monthly/CDM_lite_FirstRelease_BR057043*|monthly-CDM_lite_FirstRelease_BR057043|5517|1
monthly/CDM_lite_FirstRelease_BR057324*|monthly-CDM_lite_FirstRelease_BR057324|5517|1
monthly/CDM_lite_FirstRelease_BR058514*|monthly-CDM_lite_FirstRelease_BR058514|5517|1
monthly/CDM_lite_FirstRelease_BRM00082*|monthly-CDM_lite_FirstRelease_BRM00082|5517|10
monthly/CDM_lite_FirstRelease_BRM00083*|monthly-CDM_lite_FirstRelease_BRM00083|5517|24
monthly/CDM_lite_FirstRelease_BRW00052*|monthly-CDM_lite_FirstRelease_BRW00052|5517|1
monthly/CDM_lite_FirstRelease_BUM00015*|monthly-CDM_lite_FirstRelease_BUM00015|5517|4
monthly/CDM_lite_FirstRelease_BXM00096*|monthly-CDM_lite_FirstRelease_BXM00096|5517|1
monthly/CDM_lite_FirstRelease_CA001010*|monthly-CDM_lite_FirstRelease_CA001010|5517|9
monthly/CDM_lite_FirstRelease_CA001011*|monthly-CDM_lite_FirstRelease_CA001011|5517|11
monthly/CDM_lite_FirstRelease_CA001012*|monthly-CDM_lite_FirstRelease_CA001012|5517|21
monthly/CDM_lite_FirstRelease_CA001013*|monthly-CDM_lite_FirstRelease_CA001013|5517|7
monthly/CDM_lite_FirstRelease_CA001014*|monthly-CDM_lite_FirstRelease_CA001014|5517|6
monthly/CDM_lite_FirstRelease_CA001015*|monthly-CDM_lite_FirstRelease_CA001015|5517|12
monthly/CDM_lite_FirstRelease_CA001016*|monthly-CDM_lite_FirstRelease_CA001016|5517|16
monthly/CDM_lite_FirstRelease_CA001017*|monthly-CDM_lite_FirstRelease_CA001017|5517|15
monthly/CDM_lite_FirstRelease_CA001018*|monthly-CDM_lite_FirstRelease_CA001018|5517|26
monthly/CDM_lite_FirstRelease_CA001019*|monthly-CDM_lite_FirstRelease_CA001019|5517|2
monthly/CDM_lite_FirstRelease_CA00101C*|monthly-CDM_lite_FirstRelease_CA00101C|5517|2
monthly/CDM_lite_FirstRelease_CA00101F*|monthly-CDM_lite_FirstRelease_CA00101F|5517|2
monthly/CDM_lite_FirstRelease_CA00101H*|monthly-CDM_lite_FirstRelease_CA00101H|5517|4
monthly/CDM_lite_FirstRelease_CA00101J*|monthly-CDM_lite_FirstRelease_CA00101J|5517|1
monthly/CDM_lite_FirstRelease_CA00101Q*|monthly-CDM_lite_FirstRelease_CA00101Q|5517|4
monthly/CDM_lite_FirstRelease_CA001020*|monthly-CDM_lite_FirstRelease_CA001020|5517|6
monthly/CDM_lite_FirstRelease_CA001021*|monthly-CDM_lite_FirstRelease_CA001021|5517|23
monthly/CDM_lite_FirstRelease_CA001022*|monthly-CDM_lite_FirstRelease_CA001022|5517|9
monthly/CDM_lite_FirstRelease_CA001023*|monthly-CDM_lite_FirstRelease_CA001023|5517|5
monthly/CDM_lite_FirstRelease_CA001024*|monthly-CDM_lite_FirstRelease_CA001024|5517|8
monthly/CDM_lite_FirstRelease_CA001025*|monthly-CDM_lite_FirstRelease_CA001025|5517|17
monthly/CDM_lite_FirstRelease_CA001026*|monthly-CDM_lite_FirstRelease_CA001026|5517|11
monthly/CDM_lite_FirstRelease_CA001027*|monthly-CDM_lite_FirstRelease_CA001027|5517|10
monthly/CDM_lite_FirstRelease_CA001028*|monthly-CDM_lite_FirstRelease_CA001028|5517|2
monthly/CDM_lite_FirstRelease_CA00102B*|monthly-CDM_lite_FirstRelease_CA00102B|5517|1
monthly/CDM_lite_FirstRelease_CA00102E*|monthly-CDM_lite_FirstRelease_CA00102E|5517|2
monthly/CDM_lite_FirstRelease_CA00102J*|monthly-CDM_lite_FirstRelease_CA00102J|5517|1
monthly/CDM_lite_FirstRelease_CA00102P*|monthly-CDM_lite_FirstRelease_CA00102P|5517|1
monthly/CDM_lite_FirstRelease_CA001030*|monthly-CDM_lite_FirstRelease_CA001030|5517|13
monthly/CDM_lite_FirstRelease_CA001031*|monthly-CDM_lite_FirstRelease_CA001031|5517|9
monthly/CDM_lite_FirstRelease_CA001032*|monthly-CDM_lite_FirstRelease_CA001032|5517|3
monthly/CDM_lite_FirstRelease_CA001033*|monthly-CDM_lite_FirstRelease_CA001033|5517|9
monthly/CDM_lite_FirstRelease_CA001034*|monthly-CDM_lite_FirstRelease_CA001034|5517|6
monthly/CDM_lite_FirstRelease_CA001035*|monthly-CDM_lite_FirstRelease_CA001035|5517|4
monthly/CDM_lite_FirstRelease_CA001036*|monthly-CDM_lite_FirstRelease_CA001036|5517|12
monthly/CDM_lite_FirstRelease_CA001037*|monthly-CDM_lite_FirstRelease_CA001037|5517|5
monthly/CDM_lite_FirstRelease_CA001038*|monthly-CDM_lite_FirstRelease_CA001038|5517|8
monthly/CDM_lite_FirstRelease_CA001039*|monthly-CDM_lite_FirstRelease_CA001039|5517|3
monthly/CDM_lite_FirstRelease_CA00103E*|monthly-CDM_lite_FirstRelease_CA00103E|5517|1
monthly/CDM_lite_FirstRelease_CA001040*|monthly-CDM_lite_FirstRelease_CA001040|5517|12
monthly/CDM_lite_FirstRelease_CA001041*|monthly-CDM_lite_FirstRelease_CA001041|5517|5
monthly/CDM_lite_FirstRelease_CA001042*|monthly-CDM_lite_FirstRelease_CA001042|5517|2
monthly/CDM_lite_FirstRelease_CA001043*|monthly-CDM_lite_FirstRelease_CA001043|5517|10
monthly/CDM_lite_FirstRelease_CA001044*|monthly-CDM_lite_FirstRelease_CA001044|5517|4
monthly/CDM_lite_FirstRelease_CA001045*|monthly-CDM_lite_FirstRelease_CA001045|5517|4
monthly/CDM_lite_FirstRelease_CA001046*|monthly-CDM_lite_FirstRelease_CA001046|5517|11
monthly/CDM_lite_FirstRelease_CA001047*|monthly-CDM_lite_FirstRelease_CA001047|5517|14
monthly/CDM_lite_FirstRelease_CA001048*|monthly-CDM_lite_FirstRelease_CA001048|5517|6
monthly/CDM_lite_FirstRelease_CA00104L*|monthly-CDM_lite_FirstRelease_CA00104L|5517|1
monthly/CDM_lite_FirstRelease_CA00104P*|monthly-CDM_lite_FirstRelease_CA00104P|5517|1
monthly/CDM_lite_FirstRelease_CA001051*|monthly-CDM_lite_FirstRelease_CA001051|5517|3
monthly/CDM_lite_FirstRelease_CA001052*|monthly-CDM_lite_FirstRelease_CA001052|5517|1
monthly/CDM_lite_FirstRelease_CA001053*|monthly-CDM_lite_FirstRelease_CA001053|5517|2
monthly/CDM_lite_FirstRelease_CA001054*|monthly-CDM_lite_FirstRelease_CA001054|5517|7
monthly/CDM_lite_FirstRelease_CA001055*|monthly-CDM_lite_FirstRelease_CA001055|5517|2
monthly/CDM_lite_FirstRelease_CA001056*|monthly-CDM_lite_FirstRelease_CA001056|5517|4
monthly/CDM_lite_FirstRelease_CA001057*|monthly-CDM_lite_FirstRelease_CA001057|5517|5
monthly/CDM_lite_FirstRelease_CA001058*|monthly-CDM_lite_FirstRelease_CA001058|5517|2
monthly/CDM_lite_FirstRelease_CA00105P*|monthly-CDM_lite_FirstRelease_CA00105P|5517|1
monthly/CDM_lite_FirstRelease_CA001060*|monthly-CDM_lite_FirstRelease_CA001060|5517|14
monthly/CDM_lite_FirstRelease_CA001061*|monthly-CDM_lite_FirstRelease_CA001061|5517|2
monthly/CDM_lite_FirstRelease_CA001062*|monthly-CDM_lite_FirstRelease_CA001062|5517|7
monthly/CDM_lite_FirstRelease_CA001063*|monthly-CDM_lite_FirstRelease_CA001063|5517|7
monthly/CDM_lite_FirstRelease_CA001064*|monthly-CDM_lite_FirstRelease_CA001064|5517|14
monthly/CDM_lite_FirstRelease_CA001065*|monthly-CDM_lite_FirstRelease_CA001065|5517|7
monthly/CDM_lite_FirstRelease_CA001066*|monthly-CDM_lite_FirstRelease_CA001066|5517|17
monthly/CDM_lite_FirstRelease_CA001067*|monthly-CDM_lite_FirstRelease_CA001067|5517|9
monthly/CDM_lite_FirstRelease_CA001068*|monthly-CDM_lite_FirstRelease_CA001068|5517|9
monthly/CDM_lite_FirstRelease_CA00106C*|monthly-CDM_lite_FirstRelease_CA00106C|5517|2
monthly/CDM_lite_FirstRelease_CA00106D*|monthly-CDM_lite_FirstRelease_CA00106D|5517|1
monthly/CDM_lite_FirstRelease_CA00106H*|monthly-CDM_lite_FirstRelease_CA00106H|5517|1
monthly/CDM_lite_FirstRelease_CA00106Q*|monthly-CDM_lite_FirstRelease_CA00106Q|5517|1
monthly/CDM_lite_FirstRelease_CA001070*|monthly-CDM_lite_FirstRelease_CA001070|5517|6
monthly/CDM_lite_FirstRelease_CA001071*|monthly-CDM_lite_FirstRelease_CA001071|5517|2
monthly/CDM_lite_FirstRelease_CA001072*|monthly-CDM_lite_FirstRelease_CA001072|5517|3
monthly/CDM_lite_FirstRelease_CA001073*|monthly-CDM_lite_FirstRelease_CA001073|5517|9
monthly/CDM_lite_FirstRelease_CA001074*|monthly-CDM_lite_FirstRelease_CA001074|5517|6
monthly/CDM_lite_FirstRelease_CA001075*|monthly-CDM_lite_FirstRelease_CA001075|5517|7
monthly/CDM_lite_FirstRelease_CA001076*|monthly-CDM_lite_FirstRelease_CA001076|5517|2
monthly/CDM_lite_FirstRelease_CA001077*|monthly-CDM_lite_FirstRelease_CA001077|5517|4
